Stellar Spectroscopy - HD 200389	
7250	4781.006836
7250.8	4876.514648
7251.6	4999.796387
7252.4	4671.776855
7253.2	4388.336426
7254	4577.973145
7254.8	4948.071777
7255.6	5321.850586
7256.4	5389.572754
7257.2	5235.654297
7258	5312.214355
7258.8	5441.307129
7259.6	5700.764648
7260.4	5645.796875
7261.2	5505.040527
7262	5341.875
7262.8	5386.651367
7263.6	5372.629883
7264.4	5210.305176
7265.2	4838.80127
7266	4629.860352
7266.8	5056.289062
7267.6	5141.442871
7268.4	5218.45459
7269.2	5196.31543
7270	5020.944824
7270.8	5134.464844
7271.6	5179.398438
7272.4	5308.092773
7273.2	4860.983398
7274	5007.473633
7274.8	5293.476562
7275.6	5080.425781
7276.4	4989.13916
7277.2	4738.179199
7278	4665.814453
7278.8	5097.849609
7279.6	5232.903809
7280.4	5347.532227
7281.2	5322.237793
7282	5362.946777
7282.8	5303.763184
7283.6	5328.418945
7284.4	5335.396973
7285.2	5535.836914
7286	5509.872559
7286.8	5506.302246
7287.6	5162.597168
7288.4	5026.486816
7289.2	5340.736328
7290	5344.732422
7290.8	4974.489258
7291.6	5056.354004
7292.4	5223.225586
7293.2	5256.454102
7294	5357.346191
7294.8	5338.887695
7295.6	5297.650879
7296.4	5536.722656
7297.2	5850.645508
7298	5858.100098
7298.8	5855.765625
7299.6	5782.82666
7300.4	5721.979492
7301.2	5997.434082
7302	5895.272461
7302.8	5724.811523
7303.6	5615.223633
7304.4	5558.450684
7305.2	6407.074219
7306	5851.705566
7306.8	5911.645996
7307.6	5983.507812
7308.4	5915.955078
7309.2	5804.336914
7310	5737.814941
7310.8	5881.772949
7311.6	6149.015137
7312.4	6167.081055
7313.2	6097.558105
7314	6161.472656
7314.8	6180.162109
7315.6	5989.76416
7316.4	5964.08252
7317.2	5876.266113
7318	5733.993164
7318.8	5570.393555
7319.6	5609.599609
7320.4	5786.807617
7321.2	5734.679688
7322	5788.207031
7322.8	5915.785645
7323.6	5840.970215
7324.4	5692.897461
7325.2	5698.471191
7326	5830.867188
7326.8	5781.27832
7327.6	5556
7328.4	5758.277832
7329.2	5862.850586
7330	5953.5
7330.8	5990.965332
7331.6	6269.345703
7332.4	6410.75293
7333.2	6122.484863
7334	5957.23291
7334.8	6124.162598
7335.6	6164.202148
7336.4	6122.274414
7337.2	6367.745605
7338	6295.777832
7338.8	6285.42627
7339.6	6214.669922
7340.4	6254.152832
7341.2	6309.835449
7342	6210.657715
7342.8	6164.060059
7343.6	6296.365723
7344.4	6168.842285
7345.2	6079.120605
7346	6265.73584
7346.8	6148.349609
7347.6	5999.612305
7348.4	5921.057617
7349.2	5897.325195
7350	5867.999512
7350.8	5981.206055
7351.6	6081.726562
7352.4	6030.364746
7353.2	6097.040039
7354	6123.393066
7354.8	6023.455566
7355.6	6090.348633
7356.4	6054.193848
7357.2	5942.899414
7358	5939.075195
7358.8	5945.811035
7359.6	5937.927734
7360.4	5935.568359
7361.2	5794.577148
7362	5903.361328
7362.8	5963.593262
7363.6	5967.249023
7364.4	5955.51123
7365.2	6114.81543
7366	6030.956543
7366.8	6036.048828
7367.6	6119.946777
7368.4	6064.177734
7369.2	6026.927246
7370	6006.524902
7370.8	6089.461914
7371.6	6205.72168
7372.4	6210.801758
7373.2	6203.260254
7374	6274.330078
7374.8	6291.912598
7375.6	6351.379883
7376.4	6346.594238
7377.2	6409.706543
7378	6335.646973
7378.8	6304.861328
7379.6	6502.157227
7380.4	6453.885742
7381.2	6499.516113
7382	6589.913574
7382.8	6423.111328
7383.6	6393.429688
7384.4	6420.015625
7385.2	6622.800293
7386	6643.43457
7386.8	6371.935059
7387.6	6261.927734
7388.4	6312.087402
7389.2	6185.361816
7390	6157.768066
7390.8	6034.733887
7391.6	6169.53125
7392.4	6158.77002
7393.2	6279.428223
7394	6249.018555
7394.8	6193.022461
7395.6	6201.226074
7396.4	6238.256836
7397.2	6172.452148
7398	6198.146973
7398.8	6130.041992
7399.6	6121.53418
7400.4	6023.810547
7401.2	5992.458984
7402	5983.207031
7402.8	5868.459473
7403.6	5944.307129
7404.4	6092.927246
7405.2	6106.879883
7406	6146.510742
7406.8	6207.57666
7407.6	6270.919434
7408.4	6271.503418
7409.2	6377.273438
7410	6410.049316
7410.8	6427.791016
7411.6	6511.914551
7412.4	6579.52002
7413.2	6608.710449
7414	6604.830566
7414.8	6580.766602
7415.6	6635.116699
7416.4	6721.768555
7417.2	6732.243652
7418	6713.789551
7418.8	6804.748047
7419.6	6676.143066
7420.4	6647.900879
7421.2	6565.222168
7422	6619.984863
7422.8	6496.108398
7423.6	6530.619629
7424.4	6556.496094
7425.2	6581.097168
7426	6505.178711
7426.8	6641.725098
7427.6	6651.775879
7428.4	6707.419922
7429.2	6643.986328
7430	6623.367676
7430.8	6534.566406
7431.6	6536.719727
7432.4	6375.151855
7433.2	6572.459961
7434	6529.689453
7434.8	6374.628906
7435.6	6254.749512
7436.4	6239.120605
7437.2	6237.757324
7438	6068.172852
7438.8	6036.879883
7439.6	6011.687012
7440.4	5932.449707
7441.2	5888.084961
7442	5728.453613
7442.8	5757.930176
7443.6	5785.769531
7444.4	5924.673828
7445.2	5721.990234
7446	5706.631348
7446.8	5757.42334
7447.6	5681.39209
7448.4	5729.623047
7449.2	5742.244629
7450	5724.570312
7450.8	5941.143066
7451.6	5932.818359
7452.4	5885.277344
7453.2	5944.005859
7454	6144.438965
7454.8	6120.671387
7455.6	6038.55957
7456.4	6084.478516
7457.2	6140.366699
7458	6202.792969
7458.8	6265.157715
7459.6	6309.565918
7460.4	6300.953613
7461.2	6337.233887
7462	6209.427246
7462.8	6212.320312
7463.6	6257.387207
7464.4	6327.273438
7465.2	6199.930176
7466	6297.712402
7466.8	6318.072754
7467.6	6191.294434
7468.4	6018.779297
7469.2	6285.584473
7470	6250.122559
7470.8	6348.154785
7471.6	6384.802734
7472.4	6442.773438
7473.2	6398.025391
7474	6466.857422
7474.8	6488.480957
7475.6	6441.226074
7476.4	6391.8125
7477.2	6548.987793
7478	6594.094727
7478.8	6668.624512
7479.6	6701.996582
7480.4	6652.14209
7481.2	6628.844238
7482	6569.885742
7482.8	6635.631836
7483.6	6584.53418
7484.4	6602.292969
7485.2	6568.204102
7486	6617.279297
7486.8	6459.793457
7487.6	6525.614746
7488.4	6604.101074
7489.2	6622.227051
7490	6609.263672
7490.8	6493.672363
7491.6	6349.285645
7492.4	6281.237793
7493.2	6191.541504
7494	6097.802246
7494.8	5999.71582
7495.6	5963.463867
7496.4	5971.494629
7497.2	6094.243652
7498	6089.943848
7498.8	6140.675293
7499.6	6086.486328
7500.4	6141.398438
